Mod:Item:MetaData, Localized Name
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Magical Wooden Pan
tconstruct:pan_head:0, Evil Infused Pan
tconstruct:pan_head:0, Enchanted Pan
tconstruct:pan_head:0, Demonic Pan
tconstruct:pan_head:0, Prosperity Shard Pan
tconstruct:pan_head:0, Soulium Pan
tconstruct:pan_head:0, Base Essence Pan
tconstruct:pan_head:0, Inferium Pan
tconstruct:pan_head:0, Prudentium Pan
tconstruct:pan_head:0, Intermedium Pan
tconstruct:pan_head:0, Superium Pan
tconstruct:pan_head:0, Supremium Pan
tconstruct:pan_head:0, Plastic Pan
tconstruct:pan_head:0, Pink Slime Pan
tconstruct:pan_head:0, Reinforced Pink Slime Pan
tconstruct:pan_head:0, Enderium Pan
tconstruct:pan_head:0, Platinum Pan
tconstruct:pan_head:0, Iridium Pan
tconstruct:pan_head:0, Mithril Pan
tconstruct:pan_head:0, Signalum Pan
tconstruct:pan_head:0, Lumium Pan
tconstruct:pan_head:0, Constantan Pan
tconstruct:pan_head:0, Invar Pan
tconstruct:pan_head:0, Nickel Pan
tconstruct:pan_head:0, Tin Pan
tconstruct:pan_head:0, Brass Pan
tconstruct:pan_head:0, Aluminum Pan
tconstruct:pan_head:0, Zinc Pan
tconstruct:pan_head:0, Refined Obsidian Pan
tconstruct:pan_head:0, Refined Glowstone Pan
tconstruct:pan_head:0, Osmium Pan
tconstruct:pan_head:0, Manasteel Pan
tconstruct:pan_head:0, Terrasteel Pan
tconstruct:pan_head:0, Elementium Pan
tconstruct:pan_head:0, Gaia Spirit Pan
tconstruct:pan_head:0, Yellorium Pan
tconstruct:pan_head:0, Cyanite Pan
tconstruct:pan_head:0, Blutonium Pan
tconstruct:pan_head:0, Ludicrite Pan
tconstruct:pan_head:0, Quartz Enriched Iron Pan
tconstruct:pan_head:0, Draconium Pan
tconstruct:pan_head:0, Wyvern Draconium Pan
tconstruct:pan_head:0, Awakened Draconium Pan
tconstruct:pan_head:0, Chaotic Draconium Pan
tconstruct:pan_head:0, Psimetal Pan
tconstruct:pan_head:0, Psigem Pan
tconstruct:pan_head:0, Ivory Psimetal Pan
tconstruct:pan_head:0, Ebony Psimetal Pan
tconstruct:pan_head:0, Dark Matter Pan
tconstruct:pan_head:0, Red Matter Pan
tconstruct:pan_head:0, Fluxed Electrum Pan
tconstruct:pan_head:0, Refined Iron Pan
tconstruct:pan_head:0, Tungsten Pan
tconstruct:pan_head:0, Titanium Pan
tconstruct:pan_head:0, Chrome Pan
tconstruct:pan_head:0, Advanced Alloy Pan
tconstruct:pan_head:0, Ruby Pan
tconstruct:pan_head:0, Sapphire Pan
tconstruct:pan_head:0, Peridot Pan
tconstruct:pan_head:0, Yellow Garnet Pan
tconstruct:pan_head:0, Red Garnet Pan
tconstruct:pan_head:0, Rubber Pan
tconstruct:pan_head:0, Certus Quartz Pan
tconstruct:pan_head:0, Fluix Crystal Pan
tconstruct:pan_head:0, Insanium Pan
tconstruct:pan_head:0, Alumite Pan
tconstruct:pan_head:0, Psimetal Pan
tconstruct:pan_head:0, Infinity Pan
tconstruct:pan_head:0, Certus Quartz Pan
tconstruct:pan_head:0, Fluix Crystal Pan
tconstruct:pan_head:0, Emerald Pan
tconstruct:sign_head:0, Electrical Sign Plate
tconstruct:sign_head:0, Energetic Sign Plate
tconstruct:sign_head:0, Vibrant Sign Plate
tconstruct:sign_head:0, Red Sign Plate
tconstruct:sign_head:0, Conductive Sign Plate
tconstruct:sign_head:0, Pulsating Sign Plate
tconstruct:sign_head:0, Dark Sign Plate
tconstruct:sign_head:0, Souled Sign Plate
tconstruct:sign_head:0, Sign Plate of the End
tconstruct:sign_head:0, Fake-Iron Sign Plate
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Magical Wooden Sign Plate
tconstruct:sign_head:0, Evil Infused Sign Plate
tconstruct:sign_head:0, Enchanted Sign Plate
tconstruct:sign_head:0, Demonic Sign Plate
tconstruct:sign_head:0, Prosperity Shard Sign Plate
tconstruct:sign_head:0, Soulium Sign Plate
tconstruct:sign_head:0, Base Essence Sign Plate
tconstruct:sign_head:0, Inferium Sign Plate
tconstruct:sign_head:0, Prudentium Sign Plate
tconstruct:sign_head:0, Intermedium Sign Plate
tconstruct:sign_head:0, Superium Sign Plate
tconstruct:sign_head:0, Supremium Sign Plate
tconstruct:sign_head:0, Plastic Sign Plate
tconstruct:sign_head:0, Pink Slime Sign Plate
tconstruct:sign_head:0, Reinforced Pink Slime Sign Plate
tconstruct:sign_head:0, Enderium Sign Plate
tconstruct:sign_head:0, Platinum Sign Plate
tconstruct:sign_head:0, Iridium Sign Plate
tconstruct:sign_head:0, Mithril Sign Plate
tconstruct:sign_head:0, Signalum Sign Plate
tconstruct:sign_head:0, Lumium Sign Plate
tconstruct:sign_head:0, Constantan Sign Plate
tconstruct:sign_head:0, Invar Sign Plate
tconstruct:sign_head:0, Nickel Sign Plate
tconstruct:sign_head:0, Tin Sign Plate
tconstruct:sign_head:0, Brass Sign Plate
tconstruct:sign_head:0, Aluminum Sign Plate
tconstruct:sign_head:0, Zinc Sign Plate
tconstruct:sign_head:0, Refined Obsidian Sign Plate
tconstruct:sign_head:0, Refined Glowstone Sign Plate
tconstruct:sign_head:0, Osmium Sign Plate
tconstruct:sign_head:0, Manasteel Sign Plate
tconstruct:sign_head:0, Terrasteel Sign Plate
tconstruct:sign_head:0, Elementium Sign Plate
tconstruct:sign_head:0, Gaia Spirit Sign Plate
tconstruct:sign_head:0, Yellorium Sign Plate
tconstruct:sign_head:0, Cyanite Sign Plate
tconstruct:sign_head:0, Blutonium Sign Plate
tconstruct:sign_head:0, Ludicrite Sign Plate
tconstruct:sign_head:0, Quartz Enriched Iron Sign Plate
tconstruct:sign_head:0, Draconium Sign Plate
tconstruct:sign_head:0, Wyvern Draconium Sign Plate
tconstruct:sign_head:0, Awakened Draconium Sign Plate
tconstruct:sign_head:0, Chaotic Draconium Sign Plate
tconstruct:sign_head:0, Psimetal Sign Plate
tconstruct:sign_head:0, Psigem Sign Plate
tconstruct:sign_head:0, Ivory Psimetal Sign Plate
tconstruct:sign_head:0, Ebony Psimetal Sign Plate
tconstruct:sign_head:0, Dark Matter Sign Plate
tconstruct:sign_head:0, Red Matter Sign Plate
tconstruct:sign_head:0, Fluxed Electrum Sign Plate
tconstruct:sign_head:0, Refined Iron Sign Plate
tconstruct:sign_head:0, Tungsten Sign Plate
tconstruct:sign_head:0, Titanium Sign Plate
tconstruct:sign_head:0, Chrome Sign Plate
tconstruct:sign_head:0, Advanced Alloy Sign Plate
tconstruct:sign_head:0, Ruby Sign Plate
tconstruct:sign_head:0, Sapphire Sign Plate
tconstruct:sign_head:0, Peridot Sign Plate
tconstruct:sign_head:0, Yellow Garnet Sign Plate
tconstruct:sign_head:0, Red Garnet Sign Plate
tconstruct:sign_head:0, Rubber Sign Plate
tconstruct:sign_head:0, Certus Quartz Sign Plate
tconstruct:sign_head:0, Fluix Crystal Sign Plate
tconstruct:sign_head:0, Insanium Sign Plate
tconstruct:sign_head:0, Alumite Sign Plate
tconstruct:sign_head:0, Psimetal Sign Plate
tconstruct:sign_head:0, Infinity Sign Plate
tconstruct:sign_head:0, Certus Quartz Sign Plate
tconstruct:sign_head:0, Fluix Crystal Sign Plate
tconstruct:sign_head:0, Emerald Sign Plate
tconstruct:tool_rod:0, Electrical Tool Rod
tconstruct:tool_rod:0, Energetic Tool Rod
tconstruct:tool_rod:0, Vibrant Tool Rod
tconstruct:tool_rod:0, Red Tool Rod
tconstruct:tool_rod:0, Conductive Tool Rod
tconstruct:tool_rod:0, Pulsating Tool Rod
tconstruct:tool_rod:0, Dark Tool Rod
tconstruct:tool_rod:0, Souled Tool Rod
tconstruct:tool_rod:0, Tool Rod of the End
tconstruct:tool_rod:0, Fake-Iron Tool Rod
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Magical Wooden Tool Rod
tconstruct:tool_rod:0, Evil Infused Tool Rod
tconstruct:tool_rod:0, Enchanted Tool Rod
tconstruct:tool_rod:0, Demonic Tool Rod
tconstruct:tool_rod:0, Prosperity Shard Tool Rod
tconstruct:tool_rod:0, Soulium Tool Rod
tconstruct:tool_rod:0, Base Essence Tool Rod
tconstruct:tool_rod:0, Inferium Tool Rod
tconstruct:tool_rod:0, Prudentium Tool Rod
tconstruct:tool_rod:0, Intermedium Tool Rod
tconstruct:tool_rod:0, Superium Tool Rod
tconstruct:tool_rod:0, Supremium Tool Rod
tconstruct:tool_rod:0, Plastic Tool Rod
tconstruct:tool_rod:0, Pink Slime Tool Rod
tconstruct:tool_rod:0, Reinforced Pink Slime Tool Rod
tconstruct:tool_rod:0, Enderium Tool Rod
tconstruct:tool_rod:0, Platinum Tool Rod
tconstruct:tool_rod:0, Iridium Tool Rod
tconstruct:tool_rod:0, Mithril Tool Rod
tconstruct:tool_rod:0, Signalum Tool Rod
tconstruct:tool_rod:0, Lumium Tool Rod
tconstruct:tool_rod:0, Constantan Tool Rod
tconstruct:tool_rod:0, Invar Tool Rod
tconstruct:tool_rod:0, Nickel Tool Rod
tconstruct:tool_rod:0, Tin Tool Rod
tconstruct:tool_rod:0, Brass Tool Rod
tconstruct:tool_rod:0, Aluminum Tool Rod
tconstruct:tool_rod:0, Zinc Tool Rod
tconstruct:tool_rod:0, Refined Obsidian Tool Rod
tconstruct:tool_rod:0, Refined Glowstone Tool Rod
tconstruct:tool_rod:0, Osmium Tool Rod
tconstruct:tool_rod:0, Manasteel Tool Rod
tconstruct:tool_rod:0, Terrasteel Tool Rod
tconstruct:tool_rod:0, Elementium Tool Rod
tconstruct:tool_rod:0, Gaia Spirit Tool Rod
tconstruct:tool_rod:0, Yellorium Tool Rod
tconstruct:tool_rod:0, Cyanite Tool Rod
tconstruct:tool_rod:0, Blutonium Tool Rod
tconstruct:tool_rod:0, Ludicrite Tool Rod
tconstruct:tool_rod:0, Quartz Enriched Iron Tool Rod
tconstruct:tool_rod:0, Draconium Tool Rod
tconstruct:tool_rod:0, Wyvern Draconium Tool Rod
tconstruct:tool_rod:0, Awakened Draconium Tool Rod
tconstruct:tool_rod:0, Chaotic Draconium Tool Rod
tconstruct:tool_rod:0, Psimetal Tool Rod
tconstruct:tool_rod:0, Psigem Tool Rod
tconstruct:tool_rod:0, Ivory Psimetal Tool Rod
tconstruct:tool_rod:0, Ebony Psimetal Tool Rod
tconstruct:tool_rod:0, Dark Matter Tool Rod
tconstruct:tool_rod:0, Red Matter Tool Rod
tconstruct:tool_rod:0, Fluxed Electrum Tool Rod
tconstruct:tool_rod:0, Refined Iron Tool Rod
tconstruct:tool_rod:0, Tungsten Tool Rod
tconstruct:tool_rod:0, Titanium Tool Rod
tconstruct:tool_rod:0, Chrome Tool Rod
tconstruct:tool_rod:0, Advanced Alloy Tool Rod
tconstruct:tool_rod:0, Ruby Tool Rod
tconstruct:tool_rod:0, Sapphire Tool Rod
tconstruct:tool_rod:0, Peridot Tool Rod
tconstruct:tool_rod:0, Yellow Garnet Tool Rod
tconstruct:tool_rod:0, Red Garnet Tool Rod
tconstruct:tool_rod:0, Rubber Tool Rod
tconstruct:tool_rod:0, Certus Quartz Tool Rod
tconstruct:tool_rod:0, Fluix Crystal Tool Rod
tconstruct:tool_rod:0, Insanium Tool Rod
tconstruct:tool_rod:0, Alumite Tool Rod
tconstruct:tool_rod:0, Psimetal Tool Rod
tconstruct:tool_rod:0, Infinity Tool Rod
tconstruct:tool_rod:0, Certus Quartz Tool Rod
tconstruct:tool_rod:0, Fluix Crystal Tool Rod
tconstruct:tool_rod:0, Emerald Tool Rod
tconstruct:tough_tool_rod:0, Electrical Tough Tool Rod
tconstruct:tough_tool_rod:0, Energetic Tough Tool Rod
tconstruct:tough_tool_rod:0, Vibrant Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Tough Tool Rod
tconstruct:tough_tool_rod:0, Conductive Tough Tool Rod
tconstruct:tough_tool_rod:0, Pulsating Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Tough Tool Rod
tconstruct:tough_tool_rod:0, Souled Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Tool Rod of the End
tconstruct:tough_tool_rod:0, Fake-Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Magical Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Evil Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Enchanted Tough Tool Rod
tconstruct:tough_tool_rod:0, Demonic Tough Tool Rod
tconstruct:tough_tool_rod:0, Prosperity Shard Tough Tool Rod
tconstruct:tough_tool_rod:0, Soulium Tough Tool Rod
tconstruct:tough_tool_rod:0, Base Essence Tough Tool Rod
tconstruct:tough_tool_rod:0, Inferium Tough Tool Rod
tconstruct:tough_tool_rod:0, Prudentium Tough Tool Rod
tconstruct:tough_tool_rod:0, Intermedium Tough Tool Rod
tconstruct:tough_tool_rod:0, Superium Tough Tool Rod
tconstruct:tough_tool_rod:0, Supremium Tough Tool Rod
tconstruct:tough_tool_rod:0, Plastic Tough Tool Rod
tconstruct:tough_tool_rod:0, Pink Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Reinforced Pink Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Enderium Tough Tool Rod
tconstruct:tough_tool_rod:0, Platinum Tough Tool Rod
tconstruct:tough_tool_rod:0, Iridium Tough Tool Rod
tconstruct:tough_tool_rod:0, Mithril Tough Tool Rod
tconstruct:tough_tool_rod:0, Signalum Tough Tool Rod
tconstruct:tough_tool_rod:0, Lumium Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:tough_tool_rod:0, Invar Tough Tool Rod
tconstruct:tough_tool_rod:0, Nickel Tough Tool Rod
tconstruct:tough_tool_rod:0, Tin Tough Tool Rod
tconstruct:tough_tool_rod:0, Brass Tough Tool Rod
tconstruct:tough_tool_rod:0, Aluminum Tough Tool Rod
tconstruct:tough_tool_rod:0, Zinc Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Glowstone Tough Tool Rod
tconstruct:tough_tool_rod:0, Osmium Tough Tool Rod
tconstruct:tough_tool_rod:0, Manasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Terrasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Elementium Tough Tool Rod
tconstruct:tough_tool_rod:0, Gaia Spirit Tough Tool Rod
tconstruct:tough_tool_rod:0, Yellorium Tough Tool Rod
tconstruct:tough_tool_rod:0, Cyanite Tough Tool Rod
tconstruct:tough_tool_rod:0, Blutonium Tough Tool Rod
tconstruct:tough_tool_rod:0, Ludicrite Tough Tool Rod
tconstruct:tough_tool_rod:0, Quartz Enriched Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Draconium Tough Tool Rod
tconstruct:tough_tool_rod:0, Wyvern Draconium Tough Tool Rod
tconstruct:tough_tool_rod:0, Awakened Draconium Tough Tool Rod
tconstruct:tough_tool_rod:0, Chaotic Draconium Tough Tool Rod
tconstruct:tough_tool_rod:0, Psimetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Psigem Tough Tool Rod
tconstruct:tough_tool_rod:0, Ivory Psimetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Ebony Psimetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluxed Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Tungsten Tough Tool Rod
tconstruct:tough_tool_rod:0, Titanium Tough Tool Rod
tconstruct:tough_tool_rod:0, Chrome Tough Tool Rod
tconstruct:tough_tool_rod:0, Advanced Alloy Tough Tool Rod
tconstruct:tough_tool_rod:0, Ruby Tough Tool Rod
tconstruct:tough_tool_rod:0, Sapphire Tough Tool Rod
tconstruct:tough_tool_rod:0, Peridot Tough Tool Rod
tconstruct:tough_tool_rod:0, Yellow Garnet Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Garnet Tough Tool Rod
tconstruct:tough_tool_rod:0, Rubber Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Insanium Tough Tool Rod
tconstruct:tough_tool_rod:0, Alumite Tough Tool Rod
tconstruct:tough_tool_rod:0, Psimetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Infinity Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Emerald Tough Tool Rod
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
